Price,ID,Eye Colour,Fur,Pattern,Eye Shape,Accent Color,Highlight Color,Mouth,Base Color,Wild Element,Likes,Cooldown,gen
0.005,301782,topaz,sphynx,spock,crazy,kittencream,scarlet,beard,shadowgrey,,0,Sluggish Cooldown ,9
0.005,182891,strawberry,himalayan,totesbasic,crazy,granitegrey,coffee,saycheese,aquamarine,,0,Plodding Cooldown ,7
0.005,119037,mintgreen,ragamuffin,totesbasic,thicccbrowz,granitegrey,lemonade,pouty,aquamarine,,0,Sluggish Cooldown ,18
0.005,417043,mintgreen,himalayan,amur,thicccbrowz,kittencream,cerulian,soserious,aquamarine,,1,Plodding Cooldown ,8
0.005,431582,mintgreen,himalayan,totesbasic,googly,emeraldgreen,swampgreen,pouty,shadowgrey,,0,Snappy Cooldown ,8
0.005,133925,strawberry,ragamuffin,totesbasic,crazy,granitegrey,swampgreen,tongue,salmon,,1,Brisk Cooldown ,9
0.005,199355,chestnut,ragamuffin,jaguar,raisedbrow,kittencream,coffee,pouty,aquamarine,,0,Slow Cooldown ,8
0.005,386807,mintgreen,sphynx,amur,crazy,kittencream,skyblue,happygokitty,cottoncandy,,5,Brisk Cooldown ,3
0.0049,1086552,sapphire,birman,rascal,sass,daffodil,egyptiankohl,whixtensions,cinderella,,0,Snappy Cooldown ,7
0.0047,1377499,sapphire,koladiviya,spangled,stunned,periwinkle,scarlet,fangtastic,nachocheez,,0,Plodding Cooldown ,4
0.005,160661,limegreen,ragamuffin,totesbasic,crazy,kittencream,scarlet,pouty,greymatter,,0,Brisk Cooldown ,11
0.005,161311,strawberry,himalayan,totesbasic,thicccbrowz,bloodred,royalpurple,beard,aquamarine,,0,Sluggish Cooldown ,20
0.005,227053,chestnut,cymric,luckystripe,crazy,peach,lemonade,pouty,greymatter,,0,Sluggish Cooldown ,24
0.005,325876,mintgreen,ragamuffin,luckystripe,simple,granitegrey,swampgreen,pouty,aquamarine,,0,Plodding Cooldown ,16
0.0033,1307665,mintgreen,savannah,mittens,chronic,cashewmilk,barkbrown,fangtastic,greymatter,,2,Brisk Cooldown ,12
0.0038,323200,gold,cymric,tigerpunk,raisedbrow,emeraldgreen,cerulian,pouty,salmon,,1,Brisk Cooldown ,13
0.005,343025,mintgreen,himalayan,luckystripe,googly,kittencream,swampgreen,saycheese,orangesoda,,0,Plodding Cooldown ,16
0.0045,1330508,topaz,koladiviya,luckystripe,serpent,sully,poisonberry,soserious,oldlace,,0,Snappy Cooldown ,8
0.0039,1129827,thundergrey,koladiviya,spock,chronic,kalahari,poisonberry,confuzzled,cinderella,,0,Brisk Cooldown ,6
0.0047,1382550,dahlia,siberian,totesbasic,thicccbrowz,kalahari,royalpurple,confuzzled,cinderella,,1,Swift Cooldown ,2
0.005,347259,strawberry,sphynx,totesbasic,simple,kittencream,royalpurple,beard,oldlace,,0,Brisk Cooldown ,8
0.004,1017998,eclipse,selkirk,totesbasic,asif,belleblue,coffee,wuvme,greymatter,,0,Snappy Cooldown ,7
0.0047,1236294,cyan,savannah,totesbasic,swarley,frosting,swampgreen,pouty,greymatter,,1,Swift Cooldown ,2
0.005,421477,mintgreen,ragamuffin,totesbasic,crazy,kittencream,barkbrown,happygokitty,salmon,,1,Swift Cooldown ,5
0.005,389367,sizzurp,himalayan,totesbasic,googly,emeraldgreen,royalpurple,pouty,aquamarine,,2,Swift Cooldown ,4
0.0042,1297279,parakeet,pixiebob,totesbasic,thicccbrowz,frosting,lilac,yokel,glacier,,0,Snappy Cooldown ,6
0.005,429231,topaz,sphynx,totesbasic,simple,kittencream,scarlet,soserious,orangesoda,,0,Plodding Cooldown ,12
0.005,351017,topaz,sphynx,totesbasic,raisedbrow,granitegrey,swampgreen,beard,greymatter,,1,Sluggish Cooldown ,22
0.005,1349856,mintgreen,selkirk,arcreactor,crazy,sully,lemonade,saycheese,mauveover,,0,Brisk Cooldown ,11
0.003,1026502,coralsunrise,koladiviya,camo,sweetmeloncakes,frosting,lemonade,pouty,cottoncandy,,0,Brisk Cooldown ,11
0.005,369132,sizzurp,sphynx,totesbasic,crazy,emeraldgreen,scarlet,soserious,greymatter,,0,Slow Cooldown ,19
0.005,159875,gold,munchkin,luckystripe,thicccbrowz,granitegrey,royalpurple,saycheese,shadowgrey,,1,Brisk Cooldown ,13
0.0038,684410,mintgreen,ragdoll,totesbasic,crazy,azaleablush,swampgreen,wuvme,shadowgrey,,3,Swift Cooldown ,3
0.003,1249477,doridnudibranch,toyger,mittens,asif,atlantis,peppermint,gerbil,cottoncandy,,0,Sluggish Cooldown ,4
0.005,345842,sizzurp,sphynx,luckystripe,otaku,granitegrey,swampgreen,saycheese,greymatter,,2,Plodding Cooldown ,10
0.005,340204,topaz,sphynx,luckystripe,googly,bloodred,barkbrown,saycheese,shadowgrey,,0,Snappy Cooldown ,4
0.003,1057999,cyan,birman,totesbasic,thicccbrowz,purplehaze,egyptiankohl,grimace,bananacream,,0,Plodding Cooldown ,12
0.005,248995,sizzurp,munchkin,luckystripe,crazy,kittencream,barkbrown,gerbil,cottoncandy,,0,Plodding Cooldown ,5
0.005,384364,gold,munchkin,totesbasic,thicccbrowz,belleblue,chocolate,saycheese,greymatter,,0,Snappy Cooldown ,5
0.005,269621,gold,ragamuffin,totesbasic,crazy,granitegrey,chocolate,tongue,aquamarine,,0,Snappy Cooldown ,9
0.005,403935,sizzurp,ragamuffin,totesbasic,thicccbrowz,granitegrey,swampgreen,gerbil,cottoncandy,,1,Snappy Cooldown ,4
0.0038,269819,sizzurp,munchkin,totesbasic,simple,peach,wolfgrey,soserious,mauveover,,1,Brisk Cooldown ,12
0.005,316335,topaz,sphynx,totesbasic,thicccbrowz,kittencream,scarlet,saycheese,orangesoda,,1,Plodding Cooldown ,16
0.005,391039,sizzurp,ragamuffin,jaguar,googly,granitegrey,royalpurple,happygokitty,greymatter,,1,Brisk Cooldown ,12
0.005,118050,sizzurp,munchkin,totesbasic,thicccbrowz,kittencream,chocolate,tongue,salmon,,1,Plodding Cooldown ,14
0.004,1028520,eclipse,savannah,leopard,wonky,kalahari,egyptiankohl,samwise,shadowgrey,,0,Swift Cooldown ,4
0.003,515974,strawberry,ragdoll,hotrod,slyboots,emeraldgreen,royalpurple,soserious,orangesoda,,1,Brisk Cooldown ,11
0.005,1154848,dahlia,mekong,spock,wonky,frosting,coffee,wuvme,bananacream,,0,Swift Cooldown ,4
0.005,484264,sapphire,sphynx,amur,crazy,sandalwood,barkbrown,saycheese,cottoncandy,,1,Plodding Cooldown ,11
0.005,80487,strawberry,ragamuffin,totesbasic,raisedbrow,kittencream,lemonade,pouty,orangesoda,,1,Plodding Cooldown ,13
0.003,1365736,strawberry,munchkin,totesbasic,thicccbrowz,granitegrey,scarlet,whixtensions,mauveover,,0,Swift Cooldown ,4
0.003,1348648,mintgreen,selkirk,arcreactor,caffeine,purplehaze,swampgreen,wuvme,koala,,0,Snappy Cooldown ,9
0.005,446315,topaz,ragamuffin,calicool,googly,kittencream,royalpurple,happygokitty,aquamarine,,1,Slow Cooldown ,19
0.005,281963,sizzurp,munchkin,luckystripe,raisedbrow,kittencream,chocolate,soserious,greymatter,,0,Slow Cooldown ,17
0.004,1354035,forgetmenot,manul,spock,thicccbrowz,sandalwood,lilac,happygokitty,oldlace,,0,Brisk Cooldown ,13
0.005,177226,topaz,mainecoon,luckystripe,crazy,emeraldgreen,royalpurple,happygokitty,greymatter,,0,Sluggish Cooldown ,21
0.005,121878,sizzurp,sphynx,totesbasic,raisedbrow,bloodred,swampgreen,pouty,greymatter,,0,Plodding Cooldown ,11
0.003,904743,parakeet,birman,tiger,wonky,shale,swampgreen,happygokitty,brownies,,0,Brisk Cooldown ,12
0.003,1367036,limegreen,birman,razzledazzle,wiley,azaleablush,poisonberry,soserious,oldlace,,0,Snappy Cooldown ,6
0.003,1386133,olive,selkirk,rorschach,thicccbrowz,purplehaze,butterscotch,satiated,bananacream,,1,Snappy Cooldown ,6
0.0036,1328557,twilightsparkle,ragdoll,tiger,wonky,sully,royalpurple,grim,koala,,0,Plodding Cooldown ,8
0.005,322114,chestnut,himalayan,luckystripe,simple,kittencream,royalpurple,happygokitty,salmon,,0,Snappy Cooldown ,9
0.0047,1254875,chestnut,ragdoll,amur,googly,sandalwood,peppermint,starstruck,martian,,0,Swift Cooldown ,5
0.005,429953,sizzurp,munchkin,totesbasic,crazy,kittencream,swampgreen,soserious,oldlace,,0,Snappy Cooldown ,9
0.005,430871,gold,cymric,luckystripe,raisedbrow,granitegrey,chocolate,saycheese,cottoncandy,,0,Snappy Cooldown ,8
0.003,1334681,mintgreen,selkirk,arcreactor,wiley,azaleablush,lilac,pouty,bananacream,,2,Plodding Cooldown ,14
0.004,1237705,olive,bobtail,tiger,thicccbrowz,kalahari,lemonade,moue,meowgarine,,0,Swift Cooldown ,5
0.005,291331,topaz,cymric,totesbasic,simple,emeraldgreen,swampgreen,whixtensions,mauveover,,0,Snappy Cooldown ,6
0.0044,1280615,doridnudibranch,siberian,rascal,wiley,kalahari,chocolate,starstruck,cinderella,,1,Brisk Cooldown ,13
0.005,857872,cyan,ragdoll,leopard,wonky,purplehaze,royalpurple,ruhroh,greymatter,,0,Brisk Cooldown ,10
0.005,387110,strawberry,sphynx,tigerpunk,crazy,peach,chocolate,beard,salmon,,1,Brisk Cooldown ,10
0.0043,1158300,mintgreen,koladiviya,amur,chronic,belleblue,coffee,happygokitty,greymatter,daemonhorns,1,Snappy Cooldown ,6
0.0046,1222576,topaz,selkirk,spangled,wiley,sandalwood,royalpurple,grimace,verdigris,,0,Swift Cooldown ,3
0.005,222265,mintgreen,laperm,totesbasic,simple,granitegrey,coffee,soserious,salmon,,0,Sluggish Cooldown ,24
0.0043,1184929,doridnudibranch,siberian,spock,caffeine,emeraldgreen,coffee,samwise,martian,,0,Brisk Cooldown ,11
0.005,385311,strawberry,sphynx,totesbasic,thicccbrowz,sandalwood,violet,saycheese,mauveover,,1,Swift Cooldown ,5
0.005,328967,chestnut,cymric,totesbasic,simple,granitegrey,swampgreen,soserious,orangesoda,,0,Plodding Cooldown ,17
0.003,522207,strawberry,ragdoll,totesbasic,crazy,granitegrey,coffee,wuvme,salmon,,1,Snappy Cooldown ,7
0.005,356558,sizzurp,himalayan,spock,raisedbrow,kittencream,chocolate,happygokitty,oldlace,,1,Plodding Cooldown ,15
0.005,205194,bubblegum,ragamuffin,spock,crazy,granitegrey,swampgreen,tongue,shadowgrey,,0,Brisk Cooldown ,8
0.005,108660,strawberry,sphynx,spock,crazy,granitegrey,swampgreen,pouty,salmon,,0,Brisk Cooldown ,9
0.005,114500,mintgreen,himalayan,luckystripe,simple,bloodred,coffee,happygokitty,orangesoda,,0,Brisk Cooldown ,10
0.003,1003243,cyan,himalayan,totesbasic,slyboots,belleblue,lemonade,grim,aquamarine,,1,Snappy Cooldown ,8
0.0033,1131468,olive,koladiviya,ganado,chameleon,kalahari,skyblue,happygokitty,cottoncandy,,0,Snappy Cooldown ,9
0.005,1189125,pinefresh,laperm,totesbasic,raisedbrow,purplehaze,chocolate,grim,orangesoda,,0,Snappy Cooldown ,6
0.005,123827,strawberry,sphynx,luckystripe,googly,emeraldgreen,swampgreen,whixtensions,salmon,,3,Catatonic Cooldown ,3
0.005,390923,sizzurp,cymric,luckystripe,googly,granitegrey,royalpurple,gerbil,greymatter,,0,Snappy Cooldown ,6
0.0049,1272812,olive,norwegianforest,tiger,slyboots,frosting,swampgreen,impish,cottoncandy,,1,Swift Cooldown ,2
0.003,715443,gold,ragamuffin,spangled,simple,azaleablush,lemonade,whixtensions,shadowgrey,,1,Snappy Cooldown ,5
0.005,173949,topaz,ragamuffin,totesbasic,crazy,peach,barkbrown,whixtensions,salmon,,0,Plodding Cooldown ,14
0.0044,1283301,gold,sphynx,jaguar,crazy,kittencream,scarlet,neckbeard,shadowgrey,,0,Snappy Cooldown ,7
0.003,1335787,mintgreen,selkirk,tiger,thicccbrowz,sandalwood,lemonade,beard,koala,,1,Brisk Cooldown ,11
0.004,1030746,chestnut,birman,rascal,stunned,atlantis,royalpurple,wuvme,bananacream,littlefoot,0,Brisk Cooldown ,10
0.004,1354766,mintgreen,himalayan,spangled,googly,morningglory,apricot,pouty,cottoncandy,,0,Snappy Cooldown ,9
0.0038,1113920,thundergrey,chantilly,rorschach,slyboots,cashewmilk,rosequartz,soserious,brownies,,0,Swift Cooldown ,2
0.005,316028,topaz,ragdoll,totesbasic,googly,emeraldgreen,royalpurple,saycheese,cottoncandy,,2,Brisk Cooldown ,9
0.003,684866,limegreen,ragdoll,camo,thicccbrowz,sandalwood,springcrocus,grim,cloudwhite,,1,Swift Cooldown ,4
0.005,378524,topaz,cymric,jaguar,googly,kittencream,chocolate,saycheese,salmon,,2,Plodding Cooldown ,11
0.005,171761,topaz,himalayan,luckystripe,crazy,granitegrey,barkbrown,soserious,mauveover,,0,Sluggish Cooldown ,6
0.005,357787,gold,himalayan,calicool,crazy,kittencream,royalpurple,pouty,mauveover,,0,Plodding Cooldown ,13
0.0036,1252137,cyan,koladiviya,amur,googly,kalahari,peppermint,pouty,brownies,,0,Swift Cooldown ,5
0.005,270554,gold,mainecoon,jaguar,googly,emeraldgreen,violet,pouty,salmon,,3,Sluggish Cooldown ,10
0.003,1340091,sapphire,sphynx,arcreactor,wiley,frosting,swampgreen,moue,koala,,1,Plodding Cooldown ,14
0.0039,1098556,mintgreen,koladiviya,totesbasic,otaku,belleblue,scarlet,soserious,cottoncandy,,0,Snappy Cooldown ,9
0.005,352123,sizzurp,munchkin,luckystripe,crazy,kittencream,scarlet,whixtensions,mauveover,,0,Swift Cooldown ,4
0.005,196277,sizzurp,himalayan,luckystripe,googly,granitegrey,royalpurple,pouty,cloudwhite,,0,Brisk Cooldown ,6
0.005,218916,gold,ragamuffin,totesbasic,thicccbrowz,granitegrey,swampgreen,happygokitty,salmon,,0,Snappy Cooldown ,4
0.003,1329949,thundergrey,savannah,leopard,sass,patrickstarfish,coffee,saycheese,bananacream,,0,Brisk Cooldown ,10
0.0042,1126168,cyan,cymric,totesbasic,crazy,periwinkle,coffee,tongue,aquamarine,,0,Swift Cooldown ,5
0.005,462272,gold,chartreux,amur,crazy,belleblue,royalpurple,pouty,orangesoda,,0,Snappy Cooldown ,8
0.005,238467,sizzurp,cymric,tigerpunk,crazy,kittencream,scarlet,soserious,mauveover,,0,Plodding Cooldown ,9
0.003,1198254,doridnudibranch,bobtail,tiger,caffeine,sandalwood,scarlet,wuvme,cinderella,,0,Sluggish Cooldown ,4
0.0048,933253,cyan,mekong,rascal,slyboots,icy,swampgreen,soserious,hintomint,,1,Plodding Cooldown ,7
0.0032,1302339,topaz,munchkin,amur,serpent,granitegrey,lemonade,tongue,aquamarine,,0,Snappy Cooldown ,7
0.005,1314022,sapphire,ragdoll,spangled,thicccbrowz,kalahari,scarlet,impish,bananacream,,0,Brisk Cooldown ,2
0.003,1274978,doridnudibranch,koladiviya,spock,swarley,granitegrey,royalpurple,grim,martian,,0,Snappy Cooldown ,6
0.005,373515,topaz,ragdoll,totesbasic,simple,belleblue,swampgreen,pouty,cottoncandy,,1,Snappy Cooldown ,7
0.004,884863,doridnudibranch,pixiebob,calicool,thicccbrowz,shale,barkbrown,happygokitty,lavender,,1,Plodding Cooldown ,15
0.005,219655,sizzurp,sphynx,jaguar,crazy,granitegrey,coffee,tongue,aquamarine,,0,Slow Cooldown ,7
0.0049,1329426,sapphire,siberian,spangled,wiley,missmuffett,chocolate,grim,koala,,0,Snappy Cooldown ,8
0.005,1068582,parakeet,fox,rorschach,wonky,icy,swampgreen,happygokitty,bananacream,,0,Swift Cooldown ,5
0.005,987993,olive,selkirk,ganado,caffeine,belleblue,coffee,whixtensions,harbourfog,,0,Brisk Cooldown ,10
0.005,189233,sizzurp,ragamuffin,luckystripe,raisedbrow,kittencream,swampgreen,soserious,greymatter,,1,Slow Cooldown ,20
0.005,131960,gold,ragamuffin,totesbasic,crazy,emeraldgreen,scarlet,pouty,salmon,,1,Sluggish Cooldown ,12
0.005,439968,sizzurp,ragdoll,amur,crazy,belleblue,lemonade,pouty,shadowgrey,,0,Snappy Cooldown ,6
0.004,719795,strawberry,bobtail,luckystripe,wonky,azaleablush,skyblue,grim,cottoncandy,,1,Brisk Cooldown ,4
0.004,1367023,dahlia,selkirk,totesbasic,wonky,icy,apricot,happygokitty,salmon,,0,Snappy Cooldown ,8
0.005,293981,bubblegum,cymric,totesbasic,raisedbrow,kittencream,skyblue,pouty,orangesoda,,1,Sluggish Cooldown ,14
0.005,385814,strawberry,munchkin,luckystripe,crazy,kittencream,swampgreen,pouty,salmon,,1,Brisk Cooldown ,8
0.0033,1291707,dahlia,pixiebob,spock,stunned,icy,apricot,gerbil,bananacream,,0,Swift Cooldown ,5
0.005,401679,mintgreen,sphynx,calicool,crazy,peach,coffee,happygokitty,cottoncandy,,1,Snappy Cooldown ,6
0.005,301319,sizzurp,himalayan,luckystripe,simple,granitegrey,swampgreen,tongue,aquamarine,,0,Brisk Cooldown ,12
0.005,289974,topaz,himalayan,totesbasic,thicccbrowz,kittencream,scarlet,gerbil,mauveover,,0,Snappy Cooldown ,7
0.005,81741,gold,sphynx,totesbasic,crazy,granitegrey,swampgreen,pouty,salmon,,0,Plodding Cooldown ,8
0.005,159374,sizzurp,sphynx,totesbasic,crazy,emeraldgreen,royalpurple,saycheese,mauveover,,0,Sluggish Cooldown ,4
0.005,443370,chestnut,himalayan,calicool,simple,emeraldgreen,lemonade,dali,shadowgrey,,1,Snappy Cooldown ,7
0.004,1242597,topaz,lynx,rascal,swarley,icy,scarlet,moue,martian,dragonwings,0,Snappy Cooldown ,9
0.005,382444,topaz,munchkin,luckystripe,crazy,sandalwood,scarlet,happygokitty,aquamarine,,1,Brisk Cooldown ,3
0.005,139609,mintgreen,munchkin,totesbasic,thicccbrowz,emeraldgreen,coffee,saycheese,greymatter,,1,Plodding Cooldown ,6
0.0036,1346015,cyan,selkirk,arcreactor,chronic,sully,royalpurple,gerbil,bananacream,,0,Slow Cooldown ,18
0.003,1336677,thundergrey,selkirk,arcreactor,thicccbrowz,emeraldgreen,scarlet,wasntme,koala,,0,Plodding Cooldown ,11
0.005,396493,gold,cymric,luckystripe,googly,granitegrey,lemonade,pouty,salmon,,1,Brisk Cooldown ,11
0.005,391492,sizzurp,himalayan,luckystripe,crazy,granitegrey,royalpurple,pouty,greymatter,,1,Snappy Cooldown ,8
0.005,189224,sizzurp,munchkin,totesbasic,raisedbrow,granitegrey,swampgreen,tongue,orangesoda,,1,Slow Cooldown ,16
0.005,404883,topaz,munchkin,tigerpunk,thicccbrowz,emeraldgreen,coffee,pouty,oldlace,,3,Brisk Cooldown ,8
0.005,157372,mintgreen,himalayan,totesbasic,thicccbrowz,emeraldgreen,chocolate,beard,greymatter,,0,Snappy Cooldown ,9
0.005,192933,mintgreen,sphynx,totesbasic,thicccbrowz,kittencream,royalpurple,saycheese,shadowgrey,,1,Brisk Cooldown ,13
0.005,413165,chestnut,munchkin,calicool,crazy,kittencream,lemonade,pouty,aquamarine,,0,Slow Cooldown ,21
0.005,328940,topaz,sphynx,calicool,googly,granitegrey,barkbrown,happygokitty,aquamarine,,1,Brisk Cooldown ,9
0.005,1028211,cyan,selkirk,tiger,slyboots,bloodred,skyblue,pouty,cloudwhite,,0,Swift Cooldown ,4
0.005,180716,mintgreen,ragamuffin,totesbasic,crazy,granitegrey,swampgreen,saycheese,mauveover,,0,Plodding Cooldown ,5
0.005,303823,strawberry,sphynx,totesbasic,thicccbrowz,kittencream,lemonade,whixtensions,aquamarine,,0,Snappy Cooldown ,6
0.005,487725,topaz,laperm,luckystripe,thicccbrowz,granitegrey,lemonade,tongue,greymatter,,1,Slow Cooldown ,21
0.005,361751,limegreen,ragamuffin,totesbasic,thicccbrowz,granitegrey,royalpurple,pouty,greymatter,,0,Brisk Cooldown ,10
0.005,202040,mintgreen,sphynx,totesbasic,simple,peach,royalpurple,saycheese,greymatter,,0,Brisk Cooldown ,7
0.005,388309,gold,cymric,luckystripe,crazy,kittencream,swampgreen,soserious,orangesoda,,0,Brisk Cooldown ,10
0.0046,936192,parakeet,koladiviya,tiger,chronic,sandalwood,royalpurple,happygokitty,brownies,,0,Fast Cooldown ,1
0.005,349526,gold,sphynx,totesbasic,googly,granitegrey,swampgreen,pouty,salmon,,0,Snappy Cooldown ,5
0.005,395590,mintgreen,ragamuffin,tigerpunk,crazy,peach,coffee,tongue,orangesoda,,0,Snappy Cooldown ,8
0.0046,966958,sapphire,pixiebob,totesbasic,wonky,cashewmilk,lemonade,grim,bananacream,,0,Swift Cooldown ,2
0.005,289996,sizzurp,sphynx,luckystripe,simple,granitegrey,lemonade,happygokitty,cloudwhite,,1,Brisk Cooldown ,8
0.005,438090,gold,munchkin,spock,otaku,granitegrey,chocolate,gerbil,greymatter,,1,Snappy Cooldown ,8
0.005,188718,mintgreen,munchkin,totesbasic,crazy,granitegrey,swampgreen,soserious,mauveover,,0,Snappy Cooldown ,4
0.005,314880,limegreen,cymric,luckystripe,thicccbrowz,bloodred,scarlet,beard,orangesoda,,1,Plodding Cooldown ,8
0.003,1368487,cyan,sphynx,leopard,asif,peach,royalpurple,wuvme,brownies,,0,Snappy Cooldown ,8
0.0033,953124,strawberry,selkirk,spangled,chronic,emeraldgreen,skyblue,happygokitty,shadowgrey,,0,Plodding Cooldown ,13
0.0037,971427,mintgreen,savannah,tiger,stunned,missmuffett,scarlet,grim,aquamarine,,0,Swift Cooldown ,5
0.005,1103545,coralsunrise,laperm,calicool,simple,sandalwood,barkbrown,soserious,greymatter,,0,Swift Cooldown ,3
1.9943,1404234,sapphire,ragdoll,rascal,slyboots,kalahari,royalpurple,samwise,cottoncandy,,0,Swift Cooldown ,2
0.004,933396,mintgreen,pixiebob,dippedcone,googly,belleblue,royalpurple,whixtensions,mauveover,,0,Brisk Cooldown ,13
0.005,1131055,parakeet,selkirk,vigilante,swarley,frosting,barkbrown,wuvme,cottoncandy,,0,Snappy Cooldown ,6
0.005,233627,mintgreen,chartreux,totesbasic,crazy,kittencream,chocolate,soserious,aquamarine,,1,Brisk Cooldown ,12
0.005,492394,mintgreen,selkirk,spangled,slyboots,icy,barkbrown,grim,cottoncandy,,0,Swift Cooldown ,3
0.1977,1399176,sapphire,bobtail,totesbasic,chronic,kalahari,lemonade,confuzzled,bananacream,,0,Fast Cooldown ,1
0.003,1365700,doridnudibranch,highlander,razzledazzle,buzzed,patrickstarfish,royalpurple,rollercoaster,bananacream,,1,Plodding Cooldown ,14
0.003,1330204,olive,selkirk,totesbasic,thicccbrowz,frosting,coffee,pouty,bananacream,,1,Brisk Cooldown ,10
0.005,363955,sizzurp,laperm,jaguar,raisedbrow,granitegrey,lemonade,saycheese,salmon,,0,Plodding Cooldown ,14
0.0046,1271990,eclipse,pixiebob,rorschach,baddate,kittencream,coffee,impish,cinderella,,1,Snappy Cooldown ,7
0.005,412533,gold,sphynx,luckystripe,crazy,peach,coffee,whixtensions,salmon,,0,Plodding Cooldown ,4
